Player Name,Rounds,Fairway Percentage,Year,Avg Distance,gir,Average Putts,Average Scrambling,Average Score,Points,Wins,Top 10,Average SG Putts,Average SG Total,SG:OTT,SG:APR,SG:ARG,Money
Brad Fritsch,81.00,58.06,2013,297.00,66.59,29.34,55.29,71.09,350,,1,-0.21,-0.05,0.01,0.31,-0.15,452184
Jason Day,86.00,58.03,2013,299.30,64.93,28.63,61.39,69.73,1284,,6,0.37,0.98,0.45,-0.01,0.17,3625030
Alistair Presnell,59.00,58.01,2013,284.60,62.28,29.37,57.36,71.95,140,,,-0.02,-1.03,-0.55,-0.59,0.12,163134
Rory McIlroy,56.00,57.92,2013,302.20,65.45,28.85,54.68,70.29,777,,5,-0.09,0.99,0.62,0.42,0.03,1802443
Robert Allenby,58.00,57.87,2013,284.90,62.40,29.64,52.77,72.06,129,,1,-0.34,-0.86,-0.73,0.30,-0.09,204272
Jeff Overton,78.00,57.83,2013,292.40,64.89,28.77,59.23,70.86,484,,2,0.32,0.33,0.30,0.10,-0.38,721723
Ernie Els,63.00,57.72,2013,289.60,61.74,28.98,58.08,70.49,571,,1,-0.14,0.31,0.11,0.19,0.14,1173761
Morgan Hoffmann,64.00,57.72,2013,295.40,64.67,28.67,57.99,70.61,444,,3,0.19,0.32,0.23,-0.34,0.24,871003
Ryan Palmer,79.00,57.69,2013,301.50,66.24,28.84,55.63,70.17,801,,4,0.33,0.88,0.41,0.46,-0.32,1521592
Gary Woodland,94.00,57.60,2013,303.80,66.98,29.34,54.58,70.73,683,1,1,0.06,0.46,0.33,0.46,-0.39,1915732
Eric Meierdierks,48.00,57.50,2013,301.90,66.55,30.52,50.54,72.41,72,,,-0.98,-1.48,0.32,-0.31,-0.50,58029
Andres Romero,63.00,57.35,2013,293.10,61.30,28.58,57.91,71.26,430,,2,0.12,-0.20,-0.05,-0.44,0.17,718507
Phil Mickelson,78.00,57.30,2013,287.90,66.67,28.56,58.55,69.74,2166,2,6,0.66,1.44,0.02,0.49,0.26,5495793
Stewart Cink,71.00,57.19,2013,290.00,67.76,29.99,53.16,70.63,568,,3,-0.24,0.42,-0.26,0.98,-0.06,1052712
Erik Compton,74.00,56.89,2013,292.70,65.09,29.01,61.51,71.01,422,,1,0.23,-0.19,0.01,-0.36,-0.08,651660
Jonas Blixt,76.00,56.54,2013,283.70,60.89,28.39,61.50,71.11,912,1,2,0.31,-0.40,-0.23,-0.88,0.39,2027517
Tommy Gainey,84.00,56.34,2013,291.00,61.04,29.07,53.99,71.89,324,,1,0.09,-0.78,-0.10,-0.36,-0.41,520479
Peter Hanson,45.00,56.31,2013,295.30,61.24,28.67,58.33,70.37,356,,1,0.48,0.51,-0.31,0.19,0.14,610178
Freddie Jacobson,63.00,56.26,2013,287.30,61.67,28.50,59.66,70.11,659,,3,0.45,1.08,0.08,0.30,0.25,1236722
Ángel Cabrera,73.00,56.19,2013,294.00,64.99,29.73,55.43,70.90,826,,2,0.07,0.06,0.29,-0.24,-0.06,1791183
Patrick Reed,83.00,56.13,2013,292.00,63.79,28.60,60.44,70.81,1062,1,5,0.35,0.12,0.09,-0.33,0.01,1961519
Sean O'Hair,56.00,55.66,2013,299.70,62.00,29.75,52.74,72.11,183,,,-0.28,-1.02,0.03,-0.58,-0.20,268614
Ryo Ishikawa,72.00,55.48,2013,291.30,66.03,29.81,53.27,71.52,298,,1,-0.68,-0.55,0.11,0.19,-0.17,424541
Michael Bradley,56.00,55.46,2013,285.30,66.13,30.17,53.00,72.35,74,,,-0.45,-1.32,-1.06,0.26,-0.07,79107
Troy Matteson,68.00,55.39,2013,294.10,64.81,29.11,59.33,71.89,194,,,0.00,-0.61,-0.21,-0.58,0.18,245090
Robert Garrigus,69.00,55.37,2013,302.40,66.15,29.62,48.74,71.06,601,,2,-0.44,0.12,0.51,0.57,-0.53,1132355
Mike Weir,60.00,55.07,2013,270.50,56.90,28.07,59.11,71.64,173,,,0.29,-0.77,-1.34,-0.12,0.40,194510
Shawn Stefani,63.00,54.97,2013,297.20,63.67,29.00,58.50,71.11,333,,2,0.34,-0.24,-0.11,-0.31,-0.16,511399
Casey Wittenberg,72.00,54.61,2013,280.50,62.14,29.00,60.59,71.66,199,,1,0.25,-0.62,-1.07,-0.07,0.26,425395
James Driscoll,76.00,53.89,2013,287.10,63.81,28.51,59.70,70.89,524,,2,0.65,0.39,-0.42,0.02,0.14,821101
Nicolas Colsaerts,50.00,53.80,2013,305.70,66.78,30.74,49.82,71.09,353,,3,-0.58,-0.27,0.55,0.32,-0.56,720164
Martin Flores,83.00,53.67,2013,300.40,65.53,28.92,62.91,70.68,552,,2,0.08,0.43,0.14,0.09,0.12,805597
Scott Piercy,78.00,53.57,2013,298.20,62.30,29.12,53.24,71.27,773,,4,-0.18,-0.08,0.14,-0.04,-0.01,1830084
Tag Ridings,69.00,53.38,2013,299.60,65.81,29.31,57.50,71.16,295,,1,0.05,-0.17,-0.05,-0.17,0.00,428922
Dustin Johnson,71.00,53.36,2013,305.80,66.75,29.40,53.22,70.12,1226,1,5,-0.10,0.81,0.33,0.66,-0.09,2963214
Jason Kokrak,78.00,53.17,2013,303.20,65.67,28.96,58.30,70.92,521,,3,-0.12,0.19,0.08,0.20,0.03,1267525
Charles Howell III,87.00,53.11,2013,294.80,66.73,28.66,64.83,70.27,996,,5,0.44,0.86,0.13,-0.08,0.37,1877389
Steven Bowditch,67.00,53.04,2013,300.20,61.97,28.48,62.47,71.34,400,,1,-0.05,-0.33,0.04,-0.64,0.32,697775
Tim Herron,45.00,52.24,2013,283.60,59.75,28.82,56.44,71.48,190,,,-0.04,-0.34,-0.21,-0.29,0.20,302570
Jimmy Walker,84.00,52.18,2013,298.50,66.07,28.87,60.62,70.33,996,,5,0.28,0.93,0.08,0.41,0.16,2117570
Bobby Gates,49.00,51.59,2013,296.20,62.84,29.58,55.15,72.59,144,,1,0.01,-1.40,-0.58,-0.50,-0.33,320248
Seung-Yul Noh,71.00,51.50,2013,298.80,64.26,29.52,53.36,71.63,226,,1,-0.46,-0.47,-0.16,-0.16,0.32,391763
Aaron Baddeley,68.00,50.71,2013,288.50,58.00,27.80,57.72,71.50,401,,2,0.66,-0.32,-0.60,-0.67,0.29,721024
Luke List,65.00,45.58,2013,306.30,62.39,29.39,54.00,72.44,202,,,-0.27,-1.34,-0.45,-0.53,-0.10,264401
Jerry Kelly,84.00,73.00,2012,276.10,65.63,29.18,59.39,70.96,385,,,-0.08,-0.07,-0.02,-0.22,0.25,645701
Heath Slocum,93.00,71.69,2012,278.90,67.84,29.87,58.33,70.91,365,,,-0.55,-0.04,0.25,0.43,-0.16,518198
Tim Clark,60.00,71.60,2012,276.70,64.26,29.33,58.03,70.70,707,,2,-0.12,0.30,0.29,0.15,-0.01,1407028
Jim Furyk,85.00,70.71,2012,280.00,68.19,29.05,63.83,69.30,1284,,5,0.42,1.75,0.23,0.83,0.28,3623805
Graeme McDowell,55.00,70.11,2012,285.50,66.26,29.02,51.83,70.23,1037,,4,-0.28,0.37,0.49,0.64,-0.48,2408279
David Toms,60.00,69.75,2012,275.50,66.09,29.22,61.86,70.74,623,,4,-0.14,0.19,0.13,0.01,0.19,1658428
Ben Curtis,62.00,69.70,2012,274.80,68.87,29.36,58.46,70.54,997,1,3,0.51,0.91,-0.04,0.41,0.04,2494153
Chris DiMarco,83.00,69.24,2012,273.00,60.55,28.59,56.86,71.49,316,,1,-0.11,-0.48,-0.37,-0.07,0.08,468298
Gary Christian,91.00,68.95,2012,281.90,66.99,29.53,55.25,70.82,422,,1,-0.08,0.15,0.17,0.12,-0.07,616457
Richard Lee,71.00,68.72,2012,285.60,68.29,29.37,54.99,70.81,262,,,0.19,0.18,0.11,-0.19,0.07,547733
John Huh,99.00,68.69,2012,288.30,66.44,29.15,55.52,70.38,1123,1,4,0.17,0.56,0.39,0.03,-0.03,2692113
Mark Wilson,84.00,68.62,2012,276.00,64.03,29.36,57.82,71.38,986,1,2,-0.10,-0.25,-0.26,0.04,0.07,2144780
Chez Reavie,83.00,68.57,2012,282.50,66.13,29.86,56.52,71.33,327,,,-0.21,-0.05,0.13,0.14,-0.10,580617
Zach Johnson,95.00,68.53,2012,281.10,64.95,28.45,60.37,69.82,2019,2,6,0.57,1.20,0.11,0.34,0.18,4504244
Colt Knost,79.00,68.00,2012,272.50,62.12,29.14,55.24,71.80,390,,2,0.18,-0.98,-0.57,-0.55,-0.05,848197
John Mallinger,74.00,67.93,2012,281.40,66.51,29.39,58.77,70.70,543,,2,-0.09,0.22,-0.09,0.18,0.21,1146852
Hunter Mahan,88.00,67.74,2012,293.10,68.97,29.90,53.71,70.35,1739,2,4,-0.11,0.54,0.40,0.37,-0.12,4019193
Brian Davis,91.00,67.24,2012,277.10,63.47,28.61,58.92,70.81,728,,4,0.37,0.59,-0.01,0.15,0.09,1318032
Jeff Maggert,83.00,67.16,2012,285.30,65.66,29.41,58.48,70.88,433,,1,-0.13,0.03,0.29,0.08,-0.21,682742
Russell Knox,72.00,67.03,2012,285.80,69.36,29.64,58.24,70.91,164,,,0.00,0.18,0.05,0.03,0.11,512584
Jason Dufner,83.00,66.90,2012,292.40,69.17,29.07,62.42,69.46,2110,2,8,0.15,1.45,0.55,0.52,0.22,4869304
Billy Horschel,63.00,66.58,2012,290.20,68.79,29.42,59.87,70.49,289,,1,-0.07,0.39,0.55,0.03,-0.12,486177
Tom Gillis,75.00,66.09,2012,289.00,63.85,28.67,58.40,70.81,511,,1,0.22,0.34,0.21,-0.27,0.19,1238058
John Senden,81.00,65.93,2012,291.00,68.59,29.44,57.37,70.05,867,,5,0.04,1.00,0.50,0.47,-0.02,1916651
Kevin Na,80.00,65.91,2012,281.50,62.03,28.39,61.30,70.63,866,,6,0.19,0.45,-0.26,0.30,0.21,2029943
Kris Blanks,65.00,65.84,2012,284.50,66.84,29.89,54.71,71.20,297,,,-0.61,-0.06,0.19,0.56,-0.20,390059
Blake Adams,107.00,65.83,2012,288.40,65.91,29.35,56.01,70.59,599,,2,0.23,0.36,0.24,-0.06,-0.06,1234345
Justin Rose,69.00,65.82,2012,290.90,70.34,29.41,61.98,69.55,1426,1,7,-0.12,1.64,0.36,0.84,0.57,4290930
Ryan Moore,89.00,65.75,2012,287.60,66.35,28.87,56.77,70.30,635,,4,0.42,0.85,0.16,0.27,-0.01,2858944
Ken Duke,104.00,65.69,2012,282.60,64.61,28.68,60.91,70.38,776,,6,0.35,0.65,0.02,0.31,-0.02,1511628
Chris Couch,61.00,65.49,2012,293.80,63.65,28.81,58.29,70.98,242,,,0.08,0.13,0.38,-0.13,-0.21,335848
Stuart Appleby,75.00,65.45,2012,283.30,64.79,29.08,60.44,71.10,287,,,0.15,-0.13,0.00,-0.44,0.16,377559
Brian Harman,101.00,65.44,2012,290.30,63.92,28.79,58.99,70.82,493,,,0.13,0.20,0.34,-0.37,0.10,1146448
Roberto Castro,92.00,65.36,2012,290.60,68.41,29.62,58.49,70.43,477,,1,0.05,0.59,0.24,0.03,0.27,755095
Will Claxton,99.00,65.36,2012,290.40,69.06,29.56,56.90,70.37,530,,2,-0.17,0.51,0.52,0.32,-0.16,780969
Billy Mayfair,90.00,65.20,2012,286.80,64.02,29.48,61.76,70.95,393,,1,-0.21,-0.08,0.08,-0.08,0.13,619961
Luke Donald,63.00,65.16,2012,280.10,64.96,28.63,62.66,69.69,1294,1,6,0.82,1.64,-0.19,0.58,0.43,3512024
Boo Weekley,74.00,65.15,2012,296.80,69.53,30.50,53.04,70.97,365,,2,-1.06,-0.08,0.67,0.47,-0.16,848347
Ian Poulter,57.00,65.13,2012,285.00,61.61,28.39,64.34,70.18,698,,4,0.10,0.56,0.19,0.07,0.21,1715271
Kevin Stadler,85.00,65.09,2012,292.90,67.75,29.64,58.61,70.53,620,,3,-0.26,0.44,0.35,0.71,-0.36,1546036
Gavin Coles,72.00,65.08,2012,271.20,64.23,28.86,59.76,71.40,184,,,0.59,-0.29,-0.68,-0.01,-0.20,247561
Matt Kuchar,86.00,65.06,2012,286.20,65.38,28.51,62.43,69.48,1600,1,8,0.47,1.38,0.11,0.49,0.31,3903065
Jason Bohn,81.00,65.00,2012,279.20,64.59,29.25,56.07,71.25,363,,2,-0.04,-0.18,-0.11,0.13,-0.16,795549
Bo Van Pelt,84.00,64.79,2012,296.10,67.07,28.81,55.69,69.72,1175,,8,0.54,1.44,0.45,0.67,-0.22,3043509
Scott Dunlap,57.00,64.66,2012,281.40,67.21,30.22,58.47,71.65,77,,,-0.69,-0.60,0.06,0.25,-0.23,230220
D.A. Points,88.00,64.66,2012,284.00,66.48,29.48,56.50,70.95,714,,3,-0.11,0.28,0.07,0.33,0.00,1533361
John Merrick,83.00,64.46,2012,293.30,69.13,30.01,54.90,70.70,572,,2,-0.19,0.19,0.20,0.23,-0.05,1084628
Rickie Fowler,84.00,64.43,2012,293.20,64.99,29.17,56.79,70.61,1246,1,5,-0.20,0.52,0.46,0.23,0.03,3066293
Cameron Tringale,88.00,64.41,2012,290.40,66.60,29.58,58.79,71.02,689,,4,0.10,0.36,0.20,0.06,0.00,1225737
Ben Crane,73.00,64.36,2012,286.80,64.81,28.75,57.24,70.71,849,,4,0.43,0.59,0.10,-0.14,0.20,1701365
John Rollins,81.00,64.25,2012,295.40,66.16,29.48,58.00,70.62,732,,5,-0.03,0.43,0.63,-0.27,0.11,1489155
"Ted Potter, Jr.",77.00,64.18,2012,284.50,63.32,29.33,55.60,71.71,647,1,1,0.07,-0.82,-0.19,-0.28,-0.43,1383170
Henrik Stenson,51.00,64.13,2012,289.50,65.37,29.30,59.04,70.24,394,,1,0.11,0.92,0.34,0.30,0.17,791107
K.J. Choi,71.00,64.08,2012,282.30,63.57,29.30,54.68,70.89,597,,2,-0.34,0.26,0.06,0.15,0.38,969057
Tiger Woods,69.00,63.93,2012,297.40,67.58,28.91,63.17,68.90,2269,3,6,0.34,2.31,0.55,1.22,0.19,6133158
Bill Haas,79.00,63.62,2012,292.20,65.17,29.33,60.74,70.48,1181,1,3,0.10,0.67,0.47,-0.18,0.27,2349951
Alexandre Rocha,62.00,63.47,2012,284.60,66.87,30.18,53.59,72.04,183,,1,-0.23,-0.86,-0.08,-0.22,-0.32,614658
Brendan Steele,77.00,63.44,2012,288.80,65.30,30.03,55.48,71.89,334,,3,-0.11,-0.52,0.08,-0.38,-0.11,840965
Brendon de Jonge,115.00,63.42,2012,288.80,69.17,29.44,58.60,70.14,815,,2,0.14,1.08,0.19,0.75,0.00,2015252
Nick O'Hern,78.00,63.34,2012,268.90,63.29,29.30,58.49,71.58,250,,1,-0.39,-0.49,-0.86,0.34,0.42,489375
Steve Stricker,73.00,63.31,2012,285.40,68.33,29.06,60.15,69.87,1456,1,7,0.13,1.30,0.12,0.90,0.15,3420021
David Mathis,83.00,63.22,2012,278.10,61.04,28.58,57.78,71.33,322,,1,0.34,-0.11,-0.20,-0.24,0.00,736765
J.J. Henry,93.00,63.18,2012,288.10,68.24,29.91,57.61,70.94,713,1,3,-0.05,0.26,0.05,0.13,0.13,1297802
Rod Pampling,88.00,62.72,2012,288.80,64.93,29.50,57.23,71.04,398,,1,-0.15,-0.02,0.06,-0.13,0.20,620893
Kyle Thompson,51.00,62.65,2012,284.20,64.78,30.13,48.99,72.30,44,,,-1.21,-1.40,-0.20,0.20,-0.19,45460
Brandt Jobe,57.00,62.48,2012,299.20,64.68,29.32,53.71,71.06,245,,1,0.26,0.05,0.20,-0.22,-0.18,344332
Louis Oosthuizen,65.00,62.41,2012,299.50,68.78,29.46,55.37,69.71,928,,3,0.00,0.98,0.50,0.48,0.01,3460995
Steve Wheatcroft,56.00,62.37,2012,286.90,66.22,29.64,56.91,71.58,92,,,0.04,-0.51,0.00,-0.29,-0.25,135196
Pat Perez,81.00,62.33,2012,291.50,65.05,28.72,61.77,70.38,603,,1,0.16,0.76,0.10,0.27,0.23,1064053
Johnson Wagner,88.00,62.32,2012,284.00,65.91,29.40,56.85,70.90,1181,1,4,0.35,0.39,-0.03,0.38,-0.31,2225007
Chris Stroud,86.00,62.31,2012,286.60,63.37,28.88,61.55,70.88,484,,2,0.08,0.12,-0.24,-0.05,0.33,903570
David Hearn,95.00,62.25,2012,286.70,66.32,29.12,61.11,70.80,432,,1,0.26,0.26,-0.02,-0.21,0.23,1012575
Charley Hoffman,88.00,62.23,2012,295.50,66.35,29.58,51.41,71.14,628,,2,-0.48,0.09,0.33,0.36,-0.12,1276663
Rocco Mediate,70.00,62.22,2012,280.70,64.84,29.09,61.23,71.22,195,,,-0.01,-0.11,-0.11,-0.09,0.10,242354
Roland Thatcher,55.00,62.19,2012,288.90,67.80,29.98,50.00,71.65,188,,1,-0.51,-1.16,-0.16,0.01,-0.50,396801
Lee Westwood,60.00,62.17,2012,298.10,69.75,30.06,48.30,70.08,713,,5,-0.36,0.78,0.63,0.68,-0.17,3016569
Brian Gay,91.00,62.10,2012,277.70,62.71,28.13,64.38,70.77,424,,2,0.70,0.15,-0.36,-0.49,0.29,960658
Geoff Ogilvy,73.00,62.01,2012,290.10,63.66,28.74,62.63,70.44,624,,1,0.24,0.69,0.16,0.17,0.13,1255223
Camilo Villegas,79.00,62.01,2012,290.30,69.55,29.92,54.50,71.08,267,,,-0.34,-0.17,0.08,0.21,-0.12,491729
Greg Chalmers,88.00,62.00,2012,282.00,59.83,27.93,62.00,70.42,589,,,0.51,0.64,-0.34,0.01,0.46,1166627
Daniel Summerhays,81.00,61.93,2012,289.30,67.68,29.55,56.03,70.72,567,,4,-0.05,0.13,0.20,-0.07,0.05,1111522
Jeff Overton,101.00,61.91,2012,292.00,66.32,28.70,59.35,70.20,667,,2,0.29,0.88,0.43,0.24,-0.08,1563670
Stephen Ames,54.00,61.88,2012,283.70,62.18,29.48,56.50,71.51,142,,,-0.26,-0.91,-0.28,-0.28,-0.10,193686
Hunter Haas,69.00,61.82,2012,287.60,63.14,28.97,55.02,71.21,251,,1,0.01,-0.11,0.12,-0.02,-0.22,399364
Kyle Reifers,86.00,61.70,2012,290.00,67.41,29.76,56.96,71.16,311,,,0.02,0.06,0.06,0.06,-0.07,448960
Cameron Beckman,81.00,61.67,2012,285.20,65.30,29.88,52.81,71.73,154,,,-0.35,-0.69,-0.23,0.06,-0.17,287506
Keegan Bradley,90.00,61.65,2012,302.70,66.54,28.88,57.55,69.98,1670,1,5,0.33,1.12,0.68,0.24,-0.13,3910658
Charlie Wi,86.00,61.65,2012,285.60,59.69,28.24,59.13,70.70,901,,3,0.28,0.28,-0.20,-0.23,0.43,1845397
Kevin Streelman,89.00,61.63,2012,292.80,66.22,29.34,58.22,70.82,424,,3,-0.05,0.27,0.11,0.18,0.03,893736
Vijay Singh,99.00,61.62,2012,295.40,66.22,29.41,59.30,70.16,669,,3,-0.40,0.76,0.44,0.52,0.21,1586305
Bryce Molder,83.00,61.59,2012,277.50,64.91,28.91,61.32,71.03,495,,1,0.67,0.32,-0.63,0.10,0.19,1166115
Webb Simpson,77.00,61.47,2012,288.60,67.47,28.79,58.65,70.04,1424,1,6,0.21,1.12,0.22,0.32,0.37,3436758
Charl Schwartzel,56.00,61.41,2012,295.80,62.65,28.74,58.95,70.28,519,,2,0.08,0.93,0.36,0.45,0.04,1138844
Dicky Pride,62.00,61.38,2012,285.90,64.51,29.00,57.39,70.87,586,,3,0.13,-0.09,-0.29,0.00,0.06,1259712
D.J. Trahan,73.00,61.33,2012,292.20,65.94,29.91,53.43,71.56,243,,1,-0.58,-0.73,0.09,-0.09,-0.15,611142
Josh Teater,97.00,61.30,2012,298.60,67.50,29.53,56.07,70.95,506,,3,-0.21,0.13,0.57,-0.23,0.00,1011430
Tom Pernice Jr.,62.00,61.26,2012,273.90,61.69,29.09,56.25,72.14,139,,1,-0.32,-1.13,-0.92,-0.10,0.21,189907
Sergio Garcia,57.00,61.15,2012,292.40,64.98,28.66,58.36,69.93,935,1,2,0.40,1.10,0.35,0.08,0.28,2510116
George McNeill,85.00,61.14,2012,288.80,63.03,29.17,57.33,71.01,599,1,1,0.24,0.01,-0.15,-0.02,-0.05,1119535
Arjun Atwal,79.00,61.12,2012,285.10,63.85,29.23,55.37,71.63,181,,,-0.22,-0.66,-0.13,-0.23,-0.08,348770
Kevin Kisner,69.00,61.10,2012,287.90,62.48,28.75,59.47,71.34,248,,1,0.30,-0.14,0.11,-0.65,0.10,346216
Y.E. Yang,64.00,61.06,2012,284.90,58.51,28.50,57.67,71.01,351,,,0.52,-0.15,-0.12,-0.35,-0.19,454276
Rory Sabbatini,84.00,61.04,2012,287.40,62.24,28.81,58.67,71.13,602,,2,-0.37,-0.01,0.25,-0.02,0.13,1128820
Matt Every,80.00,60.89,2012,285.50,66.23,28.92,58.44,70.79,711,,5,0.10,0.61,-0.05,0.38,0.19,1972166
Bob Estes,78.00,60.72,2012,285.20,62.39,28.59,60.98,70.42,458,,1,0.07,0.36,-0.45,0.40,0.35,1009769
Vaughn Taylor,81.00,60.59,2012,286.00,66.30,29.01,56.26,71.06,312,,,0.03,0.03,-0.33,0.17,0.16,547129
William McGirt,96.00,60.58,2012,285.40,66.30,29.24,58.60,70.73,602,,2,0.28,0.25,-0.09,0.11,-0.05,1228947
Billy Hurley III,70.00,60.56,2012,275.30,57.74,28.62,57.57,72.12,256,,2,0.28,-1.32,-0.97,-0.70,0.07,474130
Brandt Snedeker,81.00,60.50,2012,288.70,63.75,27.92,62.08,69.84,1194,1,4,0.86,1.01,-0.28,0.11,0.32,4989739
Graham DeLaet,79.00,60.36,2012,304.30,66.74,29.63,57.68,70.62,441,,2,-0.28,0.32,0.50,0.33,-0.23,1051951
Justin Leonard,79.00,60.34,2012,279.40,60.44,28.93,59.18,71.58,277,,2,-0.33,-0.62,-0.40,-0.12,0.23,540155
Bud Cauley,99.00,60.33,2012,291.60,66.55,28.89,62.42,70.46,902,,5,0.07,0.72,0.07,0.20,0.39,1774479
Scott Brown,65.00,60.22,2012,291.20,64.50,29.80,50.13,71.84,212,,3,-0.47,-0.77,0.17,-0.26,-0.22,478763
Chad Campbell,84.00,60.19,2012,290.10,67.13,29.83,54.93,70.57,517,,2,-0.43,0.28,-0.04,0.75,0.00,895199
Greg Owen,90.00,60.16,2012,295.90,68.58,29.87,54.03,70.44,556,,2,-0.42,0.30,0.34,0.37,0.01,1151622
Patrick Sheehan,58.00,60.11,2012,279.30,62.93,29.27,55.62,71.95,108,,,-0.15,-1.26,-0.47,-0.74,0.09,129590
Garth Mulroy,59.00,60.10,2012,293.70,65.11,29.23,51.68,71.19,173,,,0.01,-0.03,0.00,0.14,-0.18,277632
Sean O'Hair,84.00,59.98,2012,297.50,68.25,29.67,56.04,70.62,644,,2,-0.29,0.37,0.26,0.25,0.15,1160981
Tim Herron,88.00,59.93,2012,289.40,67.36,29.78,57.06,70.78,339,,,-0.17,0.33,0.15,0.19,0.16,660279
Padraig Harrington,67.00,59.86,2012,293.60,62.17,28.41,59.67,69.74,646,,3,-0.02,0.89,0.19,0.33,0.38,1546272
Trevor Immelman,76.00,59.70,2012,290.90,63.45,29.59,56.60,71.37,411,,,-0.12,0.37,-0.14,0.24,0.38,617296
Chris Kirk,93.00,59.70,2012,291.80,66.60,29.15,58.32,70.89,574,,4,-0.20,0.24,0.03,0.44,-0.04,1197562
Adam Scott,59.00,59.61,2012,304.60,66.57,29.53,55.87,69.53,966,,3,-0.14,1.16,0.61,0.49,0.20,2899557
Kyle Stanley,86.00,59.49,2012,306.90,67.06,29.90,52.61,70.63,1177,1,2,-0.80,0.38,0.79,0.44,-0.04,2351857
Harris English,98.00,59.47,2012,300.30,67.74,29.52,53.60,70.69,549,,3,0.18,0.30,0.29,-0.04,-0.12,1186003
Michael Thompson,80.00,59.43,2012,283.40,63.26,29.00,55.39,70.72,634,,2,0.36,0.11,-0.38,0.32,-0.19,1408374
Robert Allenby,76.00,59.34,2012,286.70,65.79,29.91,50.85,71.36,417,,2,-0.43,-0.63,-0.45,0.54,-0.29,808927
Seung-Yul Noh,105.00,59.34,2012,300.40,67.41,29.28,58.00,70.26,827,,3,0.14,0.72,0.36,0.10,0.12,1629751
Martin Laird,77.00,59.16,2012,298.20,65.30,29.52,55.92,70.99,976,,3,0.10,0.55,0.37,0.18,-0.10,2172883
Davis Love III,64.00,59.11,2012,296.30,65.02,29.11,54.84,70.19,443,,2,0.06,0.87,0.21,0.64,-0.04,989753
Bill Lunde,83.00,59.10,2012,290.50,67.56,29.45,58.68,71.06,294,,,-0.24,0.31,0.05,0.45,0.04,593598
Nathan Green,73.00,58.97,2012,283.80,66.92,29.35,57.62,70.99,245,,1,0.25,-0.10,-0.48,0.05,0.08,366651
Jonas Blixt,72.00,58.90,2012,286.30,63.65,27.89,61.57,70.24,470,,3,0.80,1.06,-0.10,-0.01,0.37,2255695
Nick Watney,97.00,58.86,2012,296.80,66.43,29.29,55.11,70.58,726,,3,-0.03,0.54,-0.02,0.59,-0.01,3044224
Bubba Watson,68.00,58.84,2012,315.50,69.95,29.73,56.58,69.64,1777,1,5,-0.28,1.53,1.49,0.27,0.06,4644997
Brendon Todd,78.00,58.77,2012,283.60,60.00,28.87,55.75,71.87,281,,1,0.43,-1.19,-0.57,-1.14,0.09,474295
Bobby Gates,87.00,58.60,2012,300.20,65.39,29.69,55.90,71.21,338,,1,-0.26,-0.27,0.33,-0.02,-0.32,525293
Erik Compton,81.00,58.33,2012,297.20,62.48,29.00,53.55,71.50,311,,,0.09,-0.52,0.22,-0.67,-0.16,359765
Charlie Beljan,61.00,58.19,2012,311.60,66.46,29.66,53.13,71.40,222,,1,-0.42,-0.49,0.80,-0.23,-0.64,1373528
Ricky Barnes,92.00,58.10,2012,292.00,67.36,29.80,54.74,71.16,489,,1,-0.49,-0.20,-0.29,0.50,0.08,805408
Scott Stallings,78.00,58.10,2012,302.40,66.38,29.77,52.33,71.49,554,1,2,-0.41,-0.32,0.39,-0.11,-0.20,1293739
Sangmoon Bae,81.00,58.08,2012,289.80,59.81,28.77,50.99,71.63,604,,2,0.13,-1.05,0.07,-0.76,-0.49,1165952
Freddie Jacobson,61.00,57.98,2012,287.40,61.85,29.10,57.52,70.56,500,,1,-0.15,0.11,-0.07,0.31,0.02,953494
Ryan Palmer,81.00,57.95,2012,303.10,65.16,28.74,58.27,70.25,745,,4,0.45,1.00,0.49,0.26,-0.19,1501215
Jonathan Byrd,69.00,57.88,2012,289.50,63.64,29.12,58.65,70.75,732,,5,0.26,0.51,-0.22,0.41,0.06,1616789
Miguel Angel Carballo,73.00,57.88,2012,289.50,64.79,29.55,51.70,71.92,213,,,-0.29,-1.17,-0.04,-0.73,-0.11,269980
Mathew Goggin,65.00,57.86,2012,290.80,67.30,29.79,56.82,71.45,103,,,-0.24,-0.33,0.11,-0.29,0.10,259604
Carl Pettersson,92.00,57.63,2012,297.10,63.89,28.46,60.37,70.01,1691,1,6,0.44,0.87,0.04,0.33,0.05,3538656
Sung Kang,75.00,57.53,2012,285.70,59.15,29.07,54.98,72.57,146,,,0.05,-1.76,-0.63,-0.90,-0.29,169439
Danny Lee,74.00,57.44,2012,291.90,65.24,28.98,56.66,71.06,226,,,0.04,0.04,-0.20,-0.03,0.23,359112
Spencer Levin,81.00,57.30,2012,283.70,60.97,28.65,57.84,70.78,735,,3,0.33,0.26,-0.21,-0.04,0.18,1283616
Tommy Biershenk,74.00,57.22,2012,285.40,59.89,28.81,50.31,72.49,73,,,0.22,-1.23,-0.55,-0.73,-0.17,107266
Ángel Cabrera,54.00,57.02,2012,299.70,63.33,29.72,49.09,71.58,177,,,-0.22,-0.45,0.20,-0.31,-0.13,283385
Kevin Chappell,91.00,56.73,2012,293.30,64.11,29.30,57.83,70.89,447,,1,-0.26,-0.08,0.23,-0.19,0.14,647510
